Adj 1,Frequency
بکمتر,1
بروزه,1
الدّین,1
تیربشکسته,1
مغزخورده,1
شهاده,1
موقوده,1
نخواهندروی,1
باعظمت,2
جزبدیده,1
وعوده,1
ورقهای,1
تربیتهای,1
دندنه,1
بازکشی,1
سرمستی,26
نیاموختی,2
وزنگاری,1
بنگاری,2
منشاری,1
گرانسایه,1
ثابته,3
زبانیّ,1
برهواری,1
منفضح,1
درننهی,1
ببوسی,2
بیدرای,1
ولایتی,5
جرایتی,1
زپای,1
بثنا,1
مهرآسای,1
چوپایست,1
موینه,1
برگذریابی,1
سریابی,1
مگریابی,1
چوپرگار,1
وخوریابی,1
ضرریابی,1
گرآبخوریابی,1
خودخبریابی,1
نیشتریابی,1
جانوریابی,1
راهبریابی,1
شمرتر,1
دیوکنی,1
سربسریابی,1
بخاری,1
صبازان,1
ناگواری,1
ادراری,2
قارونی,4
ناچمانی,1
بشولیده,1
برنجانی,2
خطّ,1
زنامسلمانی,1
زخلق,1
زراستی,1
شیرینی,6
اوّل,1
لطفکی,1
فکرسودایی,1
مُشَعبِداسیربلعجبی,1
درجوال,1
فکرهرجایی,1
اندایی,2
زانوار,1
مصفایی,2
بردل,1
ستوری,3
ازآنی,1
وبخویش,1
عهدجوانی,1
مولعی,2
عمرچوشدکهنه,1
محابایی,2
اغضایی,1
کته,2
برخود,1
متّفق,2
گرنبدی,1
منطبق,1
یه,1
رابهتر,1
واختر,1
اندیشناکم,1
همّتی,1
اشاعتست,1
مردمیّ,1
راغبتر,1
توپیر,1
دوسر,2
معانیش,5
حزینست,1
نرگرسنه,1
گرانجا,1
سیّاره,2
فوّاره,1
اتشی,1
دلا,7
افسار,1
دهاد,1
منگلی,1
کسوفش,1
اکتسابی,1
پالان,1
منخدع,1
مندفع,1
الّا,1
ملکت,2
نهوض,1
محرّر,1
مزوّز,1
سرایر,1
مجهولکی,1
کوحاجب,1
بخم,1
زشست,1
مقترن,5
دلشکن,2
مبالاتی,1
عاقلانه,4
دبستان,1
اندرچه,1
محلّی,1
بلاهاش,1
کسبی,4
مسخّرتقدیر,1
فعالی,3
لایبالی,1
شکالی,1
خطابش,1
بیاوردش,1
زوکم,1
ظفر,1
غریمی,1
ستنبه,2
خجلم,1
مستشار,1
نوشگوار,1
معیّر,1
بزندگی,3
ملبوس,1
مقیّد,1
معتقدی,2
غبّ,2
منعما,1
مبذول,5
فاسقی,4
مجدالدّین,1
بنوشتی,2
بمحفل,1
بشنیدی,1
بفردا,1
سرپنحه,1
روشنترک,1
تهیّ,1
عصیر,1
بخروار,1
رسیدش,1
تراخی,1
مقصّر,3
صفّ,2
دربستی,2
دامادی,1
اسانی,1
بیکجای,1
وزارتی,1
غزارتی,1
سودمندتر,1
حرارتی,1
غارتی,4
حرقتی,1
مرارتی,1
برتواتر,1
حرّی,2
المرامی,1
فؤادی,1
جنسیّتی,1
زوزنی,2
سوزیانی,1
جسمیّ,1
میرسانی,1
گروگانی,2
مونی,1
محجور,1
میمونی,1
مابونی,2
مخزونی,1
ماعونی,1
بگسلانی,1
باریدی,1
مواسایی,1
ثناگری,1
هنوزرخت,1
مسومین,1
درثنای,1
رئوف,2
کلیدوار,1
ختیار,1
والضحی,4
رازمحرمی,1
صادی,1
موسیی,1
مباره,1
حاصل,3
مشکساری,1
فستقّی,1
بطعنه,1
حشیشی,1
قصب,2
زشوق,1
تحمّل,1
ببیداری,1
برادت,1
خوجه,1
خامۀ,1
میراجل,1
نرانده,2
طامع,2
افحش,1
ورقولی,1
سودده,1
مسکی,1
زرش,1
وددی,1
ادینه,1
شیونی,1
مفرحی,4
کاسمان,1
درستمان,1
صفائی,5
هایتر,3
بارگیر,3
خواهد_مرفق,1
عسسی,2
جوجو,1
راوقی,2
منافقی,4
نبیندش,1
مشتریم,1
آتشبار,1
دلاوری,1
نیازردی,1
لبیک,1
کانگه,1
نگسستی,3
صفایی,1
دغایی,2
جهد,4
جفاش,1
کرمیده,1
ترکن,1
کاشتر,1
آستانی,2
غوغاکی,1
بررسیده,1
استوایی,1
توتیایی,1
ناشتائی,1
درفکن,1
بیدانه,1
وامقی,1
جادوخیز,1
گواه,1
خاقنی,3
اسمحینی,1
مقنعم,1
فسار,3
جوینه,2
گسستمی,1
شکستمی,1
کارگر,1
بخستمی,1
بجستمی,1
نبودمی,3
مستحل,3
حضرم,1
دلهایی,1
شکسته_ای,1
بخندی,2
برشکستی,2
نیازرده,1
مقیمستی,1
آردی,1
وانخوردی,1
نگستریده,1
نخستینی,1
ریختمی,1
خفه,4
خالش,1
گرفته_ای,1
رخصه,2
گدای,18
برآمیزی,1
بیامیزی,1
بپیوستی,1
المعانی,1
خماهنی,1
مقلتی,2
عطلی,1
صلاحی,1
بالاقاحی,1
للجروح,1
بوالفتوحی,1
اجفانی,1
الاحزانی,1
زیبقی,3
قناتی,1
معجزاتی,1
حادثاتی,1
مردا,2
گلوگیر,4
رزانی,1
احمد,1
مکرمه,1
جانکاهتر,1
مشعبد,2
باطله,1
مدار,1
اثیری,4
مطمئنه,5
معذورند,1
کژروتر,1
محققتر,1
ثلاثه,4
مقراضه,1
خور,4
درمنه,2
قحط,3
نفطی,1
منظران,1
مضمران,1
خصی,2
لشکران,1
مبتران,1
مهلهل,1
الحمدخوان,1
الغزاة,1
پشمین,2
زنگل,1
خشنی,1
اسلاف,1
خیامی,1
مطلقش,5
درگهت,1
معتقدتر,1
سیدش,2
خراجی,1
بنفشتر,1
مقری,1
وشاقان,1
مستقری,1
خوئی,2
مغرق,1
معزمی,1
وزلف,2
معسکری,2
عنقاش,1
آمینی,1
عیسیم,1
مضغه,1
جوین,1
رضاش,3
سلطانیش,1
خنگش,2
سلوی,1
صفصف,1
صفینه,1
بانانی,1
کآبی,1
زباندان,1
غضبان,1
سبحه,1
سلیمانیش,1
ثانیش,3
معسکر,2
مششدر,1
ببرش,1
مطرا,6
یهودیانه,1
غبیرا,1
شاق,2
سکاهنی,1
عسکرش,3
واقصه,1
عربش,1
طنابی,1
کافسرده,1
خلافشان,1
نایژه,1
گشنیز,1
قعده,1
کورد,1
زرهای,1
معلول,1
جهادی,1
مطین,1
برشماری,1
بندان,1
چراغی,1
خطرناکی,1
مخده,1
ثغر,1
اطعمونی,1
ذمی,2
عدلی,2
سنجار,1
احور,1
منشد,1
غنهٔتر,1
بدانک,1
مملکه,1
مجمرهٔ,1
خوردستی,2
سوفار,3
الوری,2
غللی,1
همته,1
کانده,2
حنوط,3
معطرش,2
روندهتر,1
مجدرش,1
اخترش,2
گروگرش,1
معصفرش,1
مقررش,2
مغفرش,1
محقرش,1
مکررش,2
ابترش,1
مصفی,2
بطانه,1
قربانش,1
خنوری,1
آبوده,1
مظلومی,1
قزمستی,1
غیداقی,1
وامده,1
پاسوخته,1
عوف,1
مقوم,3
سفرهٔ,1
سفیدپوش,1
راحلی,1
آیم,1
فداش,1
مبینام,5
کآفتابی,1
طربناکم,1
زرپیری,1
مجارا,1
یونی,1
مصروع,2
رازداری,1
منظرم,2
ضحاکم,1
سارم,2
مختصران,1
درنشوم,1
سیارم,1
تیمارم,1
هرقلی,1
زده,1
مرده_ای,3
مزکی,4
مسمن,4
کوچکم,1
بزرگم,4
سبوح,1
ریزهٔ,1
اولش,1
زدایی,2
کاشنایی,1
تنگنایی,1
مردزایی,1
جغد,1
فحشی,1
مروقی,2
رفوگری,1
تاش,1
نااهلی,3
سیمگر,1
السوافی,1
اعورم,1
شاخص,1
بارگهی,1
هاونی,2
غرابشان,1
جنابه,1
سپیدروی,1
صفاهان,1
اداوی,1
تاجداری,1
پندآموز,1
توآم,1
ماهه,1
مسعار,1
نوزمینی,1
آخوری,1
داهگی,1
محیط,1
ناریخته,1
زیورش,2
شماخی,1
وزبانی,2
زیورزده,1
هاروتی,1
طلق,1
سعدین,2
دائر,1
سلطنه,1
عبهری,6
فعلش,1
اغبری,3
بیدتر,1
گرمگه,1
پیکرش,1
مشخص,2
نوازی,2
وغا,2
چارپایی,1
دهائی,1
المنتهائی,1
عصائی,1
استوائی,1
مقتدائی,1
مرحبائی,1
وطائی,1
شتائی,1
صلائی,1
سربهائی,1
طمعی,3
ربائی,2
عنائی,1
بگریستی,5
معصفری,1
ماتوئی,1
اسمری,1
تغابنی,2
سمنبری,1
ازتری,1
اخضری,4
مثلثی,1
مالکی,1
مزوری,4
مجدری,1
سحرپیشه,1
مجاوری,1
خالصش,1
دایگی,2
مشخصی,1
قالتی,1
زحیر,1
سماعی,3
باعی,1
قاعی,1
قناعی,1
طباعی,1
الجحیمی,1
اصطناعی,1
شاقی,2
مشاعی,1
فرسودمی,1
آلودمی,1
بگشودمی,1
نشنودمی,1
افزودمی,1
خاکین,1
پالودمی,1
برسودمی,1
فرمودمی,2
کشتمی,9
خشنودمی,1
ماخوذمی,1
بدرودمی,1
یتیمانش,1
بزدودمی,2
مساحی,1
بحرانی,1
زیف,4
دجالی,1
سپاهانی,3
الوانی,1
ایشانی,3
وعلف,1
قبائی,1
حبش,1
مرائی,2
خفائی,1
روائی,3
رزقی,1
لرزانی,3
عدنی,1
خطائی,2
گرائی,1
پسرا,1
مردوش,1
حشمی,1
نقاد,3
ترتر,1
پرغبار,4
مصاف,1
مگزین,1
مپذیر,3
قطربلی,1
معاذی,1
جبلی,3
سرافرازتری,1
بنگرمی,1
بگذرمی,1
خوریی,1
کابی,1
مسبب,2
مزبق,1
تیمم,2
معدهٔ,2
عنقائی,1
رسوائی,3
عصمتی,2
سبکی,2
شرمسارتر,1
عزله,1
عجوزی,1
غلامانه,3
فرخجی,1
اکسیر,1
کوتهیش,1
آگهیش,1
مرندی,1
مهوس,1
طغراش,1
جراح,1
نابسوده,1
خفتگی,1
غمزش,2
مؤنث,2
پیوندد,2
نسطوری,1
مدحی,1
شادابی,1
ترنجی,1
دهرش,1
خوان,2
مشعلهٔ,2
تراشنده,1
گوارشی,1
شناسمش,1
مردیش,3
برفزونتر,1
مخنثک,1
عقربک,1
ننگ,1
رابط,1
مشرقش,1
المجیدی,1
مختوم,2
مالنگ,1
شگرفش,1
خواندگی,3
موافقه,1
آوخ,1
کوفی,6
دمن,1
عظیمیم,1
خرگوشی,5
بپرداخت,1
احرقته,1
نپائی,2
ناسزایی,1
خاکبیزتر,1
گزری,1
آزمودمی,1
نودمی,1
درودمی,1
نسودمی,1
فزودمی,1
غنود,3
غنودمی,1
منندی,4
نیافریده,1
مگذاری,1
خردم,1
کوچکی,1
مانکی,1
برمکی,1
خیرگی,2
انجمی,1
هشتمی,1
بنهادمی,1
بکردمی,1
بشمردمی,1
قفل,1
افشاندمی,2
لبم,1
عطای,3
مهرهٔ,5
آبکی,1
زنه,2
گشادنی,1
پروز,1
آزشان,1
دیدبان,1
محمودوار,1
سرایش,1
نیارائی,1
بخراشی,3
جفاست,1
مزدشان,1
صدرهٔ,1
اخترشکن,1
درشکن,1
غبب,1
خمستان,1
جوزهری,1
ماهش,3
ابخاز,1
راوق,1
موفقش,1
ازرقش,1
مطبقش,1
گاوسارش,1
دربستمی,9
دستوریستی,1
القلتین,1
مصروعی,1
برگذشتنی,1
درگذشتنی,1
خورنگه,1
سیاهشان,2
نخسته,1
سرشناستر,1
سرآمده,1
مراک,1
درنه,1
ناربوده,1
نانموده,1
عدمم,1
مهجتی,3
دموعی,1
واقتنی,1
ابکی,1
فویلتی,1
بتبریز,1
مخیمی,1
مدامعی,2
عنده,1
قومنی,1
حصنی,2
بالفتی,1
بخاطری,1
مجده,2
حسبته,1
مسائلتی,1
یری,1
بمدحتی,1
فرطنی,1
شعراتی,1
لجبهته,1
مصرکم,1
عبیده,1
کبدی,1
حشاشتی,1
بانضر,1
المعالی,1
قن,1
مصدع,1
مدقع,1
نظما,1
الایادی,1
نجا,1
الذری,1
عذاران,1
کاحتمال,1
قیچاقی,1
سوقی,1
واقعه,1
وآشفته,1
ساربان,1
بیابانرا,1
کرمانی,1
گهرریز,2
عشقیم,1
ذنوب,2
اندرو,2
لالائی,2
ماهرخ,2
مبتلاست,1
درآویخته,1
عنبرآمده,1
حجابست,2
بستانسرای,1
جلابی,2
باختیار,1
غبارست,1
سیاهت,1
مدهوشست,1
زغنچه,1
بچابکی,1
بدلبری,1
پالائی,1
منزلست,1
بفندق,1
عروسان,1
بندهٔ,2
شهانرا,1
جانفزائی,2
شاهباز,3
عطائی,3
بدلنوازی,1
تمنائی,1
وآگه,1
مدهوشت,1
قباکرد,1
مخوا,1
سائی,1
وجوانی,1
تاتار,1
یاسمن,1
سفری,1
حدیثی,5
ناهید,2
مقدمش,3
وآشتی,1
نازکم,2
آرزومندی,2
بدیناری,1
دودمانی,1
خواجو,3
ترکتاز,2
سیمبرم,1
بصوفی,1
برآسای,2
عنبرشکن,1
نوائی,2
مژدهٔ,2
همدستان,1
مروحند,1
وینچنین,1
ارغنونی,4
آساش,1
سوزناکمتر,1
بباد,1
بگاهی,1
آتشم,2
عرعری,2
خستهٔ,2
بزمگاه,2
زنخدان,1
خبرست,1
مردمدار,1
برقمر,1
نخواهد_مخمور,1
نعیمم,1
بترک,1
کوثرش,1
خاش,1
احزان,1
بدرود,1
پستهٔ,1
سحرش,1
کهینه,1
نگریتر,1
قرچی,1
کمرکش,2
بخروش,1
بخامان,1
سرمکش,1
بزیبائی,1
فزائی,2
اصحابی,1
مصبوح,1
بیمارک,1
متبسم,3
معرا,2
بباطل,3
مضیع,1
بصبوحی,1
برافکندی,1
بزادگی,1
اسقنی,1
دیدگی,1
مهوشی,3
شنو,1
نادانم,1
یکموی,1
بموی,1
مائل,1
مرشدی,3
وآبی,1
غرابی,1
ناروانی,2
مروح,1
وعدهٔ,1
آنموی,1
سقیمم,1
بستانسرا,2
موبموی,1
بیافتی,2
عقیله,1
آهوئی,1
مشکسا,1
زاریش,1
قدسیش,2
بیدلان,1
حیاتست,1
جادوانرا,1
بنقشبندی,1
برآب,1
جویباری,1
مذابم,1
جگرخواره,1
ابرویش,2
خرخشه,1
مربای,4
میپیمای,1
پیمایان,1
بخوابی,1
پیراستی,1
منیتی,3
مضار,1
الاقاحی,1
الغوادی,1
البوادی,1
لایمکن,1
ببالی,2
کالغوانی,1
مسری,1
دوستدای,1
سا,2
ندادمی,1
پریروئی,1
براقی,2
مهرفروزی,1
زراقی,1
شکرکی,1
پیکرکی,1
غمخورکم,1
غمخورکی,1
عسلی,5
ابکمی,1
ادهمی,1
موسیئی,2
فشاندمی,1
نراندمی,1
وانشاندمی,1
رساندمی,1
طیلسانی,1
ببوستانی,1
بوجهلی,1
بشعیری,1
نرسانی,2
فزاتر,1
رجلی,1
الاغانی,1
الخزامی,1
جنانی,3
درآئی,1
دمانیده,1
بربائی,1
زانروی,1
بفغان,1
بیغمگسار,1
دلگشائی,1
صنمیّ,1
آشیانی,3
غمان,1
پگهتر,1
خاکبیز,1
نهادندی,2
میکوشی,1
هفتی,2
اخباری,1
نامدمی,1
طِبایع,1
مِهْر,1
خَمّاری,1
رُخی,1
جَبینی,1
پِگَهْتر,1
مُغانه,1
آعشته,1
خُم,2
گُزین,1
مِیْویز,1
پابستی,1
اَنْگَبین,1
ظاهرِ,1
شَرْمَم,1
کیقبادی,2
مَهْ,1
آویزی,1
سربه,1
گریزپای,1
مُل,3
نِگَری,1
ژاله,1
خنجری,1
دینه,2
عطرسای,1
خودنمای,3
والاگرای,1
بیخودم,1
بتانی,3
جفاجو,1
دیرپایی,1
مخالفی,1
نیرانه,1
قلاشانه,1
آتشخواره,1
مراتر,1
نامسلمان,2
دودانگیز,1
نافرموده,2
نابخشوده,3
بگفتی,1
ناپیموده,1
نپرسیدی,2
دادنی,5
سوزم,4
بدکیش,2
مرکوب,2
زمستی,2
بداز,1
نگارا,2
سریش,1
تواند,1
نکوترین,1
دلنوازست,1
بازنده,2
ماننده,4
پابنده,1
آلودهتر,1
مردافگنی,1
تبخاله,1
بیگانگی,1
پروانگی,2
خواستمی,1
واپسی,3
توتر,1
خطرم,1
محا,1
خاکش,1
چونست,2
جانیش,2
روانیش,2
خزانیش,1
دهانیش,1
کاندرو,1
گلعذار,2
رسیدنی,8
بیامدی,2
طارم,1
مجسی,1
زره,3
اشکبارم,1
کادمی,2
خرام,1
مستیش,3
کشندهتر,2
لطیفتر,6
نازکنان,1
اشکنی,1
چونه,2
دیگرانم,1
بیسار,1
نگرددتر,1
کاغذتر,1
اغرا,1
اسپاهی,1
ترم,1
خاکسترم,1
غلتد,1
نازنینان,2
مسکینی,1
کمین,1
خصمانه,1
اشکنه,1
خرابه,1
خته,1
پته,1
غمکش,3
کافگنده,1
نرنجی,1
بیداریی,2
یاریی,1
بیزاریی,1
کازار,1
آگین,2
آهنینتر,1
کامش,2
تان,1
نهفتهتر,2
ملال,1
ویرانهتر,1
کافاق,1
حاضری,1
ییشتر,1
همانگه,2
ندیمانه,1
سبویی,1
غبارش,2
کانجا,1
خسروتر,1
مهرگیایی,1
بلورینه,1
زیستنم,1
بیخبرم,1
زخمخانه,1
زیرکم,4
خمارخانه,1
ناگرفته,1
ضربی,1
جواب,1
مگیرش,1
دهیش,2
عافیتم,1
دردمندی,3
مهدنشین,1
جفاکار,2
همانم,1
مسنید,1
جادویش,1
آنچنانی,2
دولابی,9
کویی,2
قومند,1
تراگیسوافزای,1
صبحگاه,5
اگرم,1
لولوی,1
دستیی,1
اسپش,1
مجبوب,1
تندتر,1
برشکن,2
برشکنی,2
نهایتی,1
اینجاتر,1
آنجاتر,1
گویاتر,3
آشفتی,1
فرونایی,1
گلرنگ,2
اجلم,1
دوگانی,2
سازگارتر,1
هوشیارتر,1
ناگوارتر,2
بیقرارتر,1
سوکوارتر,1
ناشنیدهتر,1
دریدهتر,1
جوتر,2
بوتر,1
موتر,1
بریز,3
نامسلمانی,1
حجیز,2
کامد,1
ناوکم,1
وصالم,1
پراگندی,1
گازی,1
چستش,2
کباب,5
سبزگون,1
کوریی,1
دوزم,1
وصفی,2
کاجل,1
زیستنی,1
شاهیم,1
راخانه,1
چوکاه,1
نآری,1
بدخو,4
خواهی_زنده,1
ایمان,1
غمهاش,1
دامم,1
بربندی,3
فشاری,3
مالم,2
معاشران,1
چندم,1
لرزانم,1
میرانی,4
بشکن,2
بافغان,1
کاختر,1
خسروم,1
یکتوی,1
دمکی,1
عفاالله,1
جاش,2
جادوکش,1
زیب,2
سلخش,1
انگشترین,2
صبحگه,1
ستیزنده,2
برنجی,3
ملامتم,1
ظالمم,1
ظالمتر,2
دهی,3
برنکشی,1
مخوانی,1
گذرانی,2
دگرانی,1
خسپی,1
نادانتری,1
سیرگه,2
پراگنی,1
ترمی,2
دیوانهتر,1
گمی,1
سبزقبایی,1
بنمایی,6
ابروت,1
نزنید,1
فرسی,2
درآرمی,1
تیرمی,1
ستانمی,1
ورزیدمی,2
پوشیدمی,2
غلطیدمی,1
خفتیدمی,1
بوسیدمی,2
اقامتی,2
شئامتی,1
دورمانده,1
نقیبی,1
سزاوارترین,1
بدمستی,3
ارزم,1
افگارتر,1
بسیارتر,2
کوهکنی,2
دیواز,1
برنآمدی,1
فرتر,1
معزالدین,1
بغدادش,1
ذیقعده,1
ومن,2
لامکان,1
کشای,1
مسلمتر,1
خاکروب,1
غوکی,1
گشته,1
بجوش,2
کافورتر,1
تیزخیز,1
گیار,1
لبهای,1
بوستان,1
خائی,2
محذوم,1
مظلومان,1
ناشگفته,1
خس,4
کرن,1
فرادست,2
بدحال,4
غمهای,1
قاص,1
صدخضر,1
بتارک,1
سزای,1
دانندگی,1
مصادر,1
الخلافه,1
حنفی,3
کارفرمای,1
راوت,1
تختهٔ,1
بلای,1
ستمگارگی,1
مردیی,2
درآمیختی,1
غالیهٔتر,1
زنبورک,1
جوشانتر,1
بیخیکه,1
جلغوزه,1
سلکی,1
کایتی,1
خائیده,2
غلطیدی,1
روفته,1
بوئی,1
پایگیر,1
چاکرش,1
پارسیایی,1
نستی,1
شغبی,2
چوبه,1
سرایتی,1
برآبی,1
نوجوانش,1
عقوبتی,1
نغزوار,1
الق,1
کامدی,1
آماجگه,1
سازدازپر,1
خوانندگی,1
پژوه,1
براری,1
مضحک,1
مبکی,1
دانتری,1
برفق,1
ملکشان,1
افسون,1
اربتوانی,1
بایار,1
مشربست,1
وبهاری,1
برسرم,1
ناکتر,1
قصاصی,1
تراش,1
زدل,3
باصبا,1
دی,1
مردنم,1
نارم,2
خواهم_کورا,1
اثرباری,1
ذقنی,1
فرازآور,1
زبرتر,1
غارجی,1
یکمنی,2
سیاهست,1
نگرشنی,1
حکمتی,1
زیرزار,1
آزادوار,3
نبرداشته,1
مطرد,1
مسعد,2
مسدد,2
سحرگاهان,1
دستگرای,1
والدی,1
شنیده,1
ضایر,2
راغی,1
زروار,1
پریروی,2
بنگار,1
مصندل,1
متواضعتر,2
بهشتیوار,1
نرگسدانی,1
بیاز,1
معز,1
مذل,3
ببوی,1
شامگاهی,2
زراقش,1
دربانی,3
رزاقش,1
مغزریز,1
ماورالنهری,1
شکنجی,1
زعفری,1
مدیحش,2
برآثار,1
وهشیاری,1
قوسی,2
دیگپایه,1
میغ,1
معزم,1
معکن,1
پراکن,1
آیندش,1
یکماهه,1
نسپاسی,1
نگارگر,1
دردگین,1
همیشگی,3
چنه,2
فواکه,1
موله,1
مکره,2
مروانیه,1
ضحکه,1
شکفه,1
غنجه,1
پرای,1
دریاکش,1
وسای,1
مروب,1
دوشیانی,1
فروباری,1
قرقوبی,1
خمری,1
بوعمری,1
زبرجدین,1
بدرا,1
لبید,1
ضخم,1
مدری,1
استغنی,1
غایةالقصوی,1
دفلی,1
حبل,1
الاعلی,2
تسعی,1
متفکر,2
محترزی,1
اشتهی,1
جحی,2
نملی,2
بغلی,3
یازد,1
طیطوی,1
اصمعی,2
سیبوی,1
عشرهای,1
غنیتر,1
نگسلانی,1
عمرانیانی,1
ضرابی,1
طعانی,1
مولتانی,2
بیاژنی,2
نشیمنی,1
ضوی,1
منوی,1
یحموم,1
پاکزاد,2
رحایی,1
ملکانی,1
بزدودی,2
برپشت,1
بنیروتر,1
خوتر,1
بخورده,1
بداده,1
بزیادی,1
شیزین,1
سامع,1
ماغی,1
جناغی,1
لامحاله,1
سختکوش,1
بسدی,1
موردتر,1
جفتجوی,1
صبوری,2
دلبرای,1
چنگساز,1
پردستان,3
موزگکی,1
صلایه,1
سراپرده,1
بنسبتر,1
بارآور,1
دراجی,1
نفرمودی,1
نخسپم,1
طوطیک,1
جهودانه,1
ستارهٔ,3
سوزیده,2
زلتی,1
امیی,1
مسخ,1
انجیری,1
نسوزم,1
دادندی,3
ناپذیر,1
سیاهابه,1
منحوت,1
مکری,1
صادقتر,1
پیله,3
محفوظی,1
محظوظی,1
دورانداز,1
آنک,5
لدی,1
هوشم,1
درگهی,2
للطیبین,1
شکرگویی,1
چونک,6
دوختند,1
سمع,1
اجلالی,1
فکرت,1
اتجار,1
جسمانه,1
مخدومی,2
یعقوب,1
غابرین,1
اشراک,1
کننده,2
ارحنا,2
پاییزی,1
غمست,1
نامعقول,4
مرتدی,2
صدیقش,1
سزی,1
واداد,1
بازگونه,4
منکدر,1
سرکگی,1
احسانهای,1
پذیرا,4
برگذر,1
بازت,1
مرداری,1
زجاجه,1
ناقلی,1
منتجم,1
سوزید,1
منهم,1
مرحومه,1
نوربین,1
محمولی,1
دوزیده,1
جاریه,4
غارب,2
رمد,1
اتقیاست,1
بوجهل,1
الطیری,1
ظنی,4
هلا,3
ماشطه,3
خاین,3
الاسرار,2
فاضح,1
حاجتستی,1
افراشتی,6
وحدی,2
فرحین,1
معمورتر,2
موجد,1
مغنیستی,1
موطنی,1
مولیستی,1
برزخی,1
خامشست,1
فتحت,1
گرگی,5
زینتی,1
کوفتی,4
پیغامبری,2
آموزی,2
توزیعی,1
مؤمنی,1
اشترم,1
نتوانیش,1
حقدی,1
ولیی,1
زفت,1
مرسلست,1
عایده,2
زایده,1
داوودی,2
قاصرم,1
لزب,1
بدریدی,1
غلیظست,1
غداری,1
تاند,1
لبق,1
ناصالح,1
آفل,2
نحسی,1
عاقبت,2
شمارم,1
هیهی,2
ناخاضع,1
خاطی,1
دانیی,1
نگزیدمی,1
غمسوز,1
توانستمی,1
عقلهاست,1
مهرهاش,1
مهتدی,2
علیین,1
کژسخن,1
انبوهی,2
اغیارتر,1
بپستی,2
اشناسنده,1
ابلعی,1
ساحروشند,1
سهلتر,1
آمنی,3
حادثی,1
محترق,1
مفترق,1
تاجرم,1
سلیمی,1
استیز,1
مصحفی,1
غالبش,2
راکع,1
اللهیی,1
مخفیتر,1
نامناسب,2
ناوریدی,1
کفتار,3
پشتیی,1
سوفسطایی,1
مفزا,2
باشتر,1
منظرست,1
معنیست,1
ضالهٔمؤمنبود,1
مادرا,1
هول,2
گبز,2
ناجسته,1
مثلکم,2
یوحی,1
اعذار,1
اسرشته,1
اندیش,4
ماکول,3
شیرآموز,1
غذااش,1
دلخواهتان,1
خی,1
کهفی,2
همرهت,1
جوست,1
قطوع,1
حزم,3
فراغ,1
بالعمی,1
بازرگانیی,1
قندریز,1
انداینده,1
منبلی,2
بجمع,1
نوزاده,1
همچو,1
بیاموزی,2
السابقون,1
شکال,1
مانعم,1
باقیش,1
موسیستی,1
وانباز,1
مقضی,1
بیهشیش,1
جانیی,1
مکتبی,1
وثیق,1
مرودی,1
بیینی,1
معروفش,1
آشی,2
مستلذ,1
دقوقی,1
مستسعد,1
ابلیسانه,1
مستورست,1
کارافزا,2
سیخش,1
ناصحیح,1
تیزگوش,1
ناروایی,1
نترسیدی,1
بیوم,1
اشکار,2
نبضی,1
بولی,1
بسطی,1
رفتستی,1
مبغوض,2
مسخی,1
قال,1
کخی,2
کندوری,1
منقی,2
واحدی,1
اخترگوی,1
هالکی,1
آمن,1
منتقد,1
پخسیده,1
مستنجم,1
مقصدش,1
بیهوشش,1
آفلی,1
لاحولی,1
دمعی,3
بادا,5
بیاضی,2
سرزیر,1
اسپهی,1
لیز,1
ناجوشیده,1
سربالا,2
ندی,3
ننگیختی,1
مستدل,1
وابری,1
مضروب,2
مغلوبیست,1
جیفه,1
قهرخواجه,1
مقهوریش,1
بیگاروار,1
عضد,1
الستر,1
صدتوی,1
چارم,1
خواهد_بلا,1
جنباننده,2
محق,6
ناجایگه,1
غزی,1
ناجایگاه,1
غیرجان,1
روبیده,1
اعنی,3
ضجرتی,1
اصغر,1
لطفش,2
ثرید,2
بارق,1
حظی,1
میناگر,1
غیورند,1
بیستی,3
غیبیان,1
آحادی,1
بیاراییده,1
غرار,2
مفیق,1
اشکفت,1
مقتدی,3
زاغی,1
مازاغ,1
جذاب,1
هضمش,1
مستمرش,1
شعشعی,1
ثانیی,1
زرکشی,1
مراقب,2
سیرسیر,1
جامه,1
محترف,1
مطرودتر,1
واثقی,1
جاسوس,1
خشمین,1
آکل,1
مکسبی,2
لاشک,1
بیدارهوش,1
والنجم,1
زودگیر,1
ظاهربین,2
جوسنگی,1
نامنتهی,1
روسپی,1
مزدش,1
خایف,1
مازاغش,1
زنندش,1
غیوث,1
لابهٔ,1
کرتر,2
بیدری,1
ابتری,1
صالحی,2
بگزینی,1
مستخف,1
مسحور,2
خویشند,1
شهوتی,2
جبریلی,1
نوربار,1
زلتش,1
موسیست,1
مستجیز,1
مسبوق,2
قهربار,1
مخدوش,1
اجزاش,1
مستغنیستی,1
یکن,2
مهولی,1
ضخمی,1
ویی,1
محفوف,1
واگزار,1
بل,1
بابیلی,1
وارتج,1
پرشکوه,5
نجی,2
مجصص,1
خداونده,1
نازا,1
قانعی,2
فخری,2
ماکولی,1
فجار,1
چفسیده,1
معرض,1
ارتفاقی,1
مستجیب,1
اصلح,2
مهلکی,1
معنیستی,1
نشرح,5
عهدت,1
مقلدوار,1
لامی,1
ناریه,1
جاهلانه,3
بنشینده,1
عنید,1
ارکانیی,1
قاصری,2
